,volatile acidity,residual sugar,chlorides,total sulfur dioxide,density,alcohol,quality
3898,0.23,1.3,0.035,110.0,0.9917600000000001,11.0,7
3899,0.21,8.7,0.036000000000000004,127.0,0.9936799999999999,10.6,5
3900,0.34,3.5,0.044000000000000004,63.0,0.9937,9.2,5
3901,0.65,1.1,0.013000000000000001,10.0,0.99246,13.5,4
3902,0.22,2.8,0.14400000000000002,65.0,0.9908,11.4,6
3903,0.27,3.5,0.071,69.0,0.9899399999999999,11.5,6
3904,0.455,1.9,0.036000000000000004,106.0,0.98746,14.0,7
3905,0.33,3.8,0.036000000000000004,88.0,0.9902799999999999,12.5,7
3906,0.33,3.8,0.036000000000000004,88.0,0.9902799999999999,12.5,7
3907,0.31,2.4,0.038,83.0,0.98867,12.8,7
3908,0.39,4.8,0.037000000000000005,138.0,0.99174,11.2,7
3909,0.39,4.8,0.037000000000000005,138.0,0.99174,11.2,7
3910,0.37,6.2,0.04,139.0,0.99021,13.6,6
3911,0.23,1.3,0.149,109.0,0.9930399999999999,9.2,6
3912,0.33,3.8,0.036000000000000004,88.0,0.9902799999999999,12.5,7
3913,0.25,1.5,0.054000000000000006,105.0,0.99154,11.1,6
3914,0.39,4.8,0.037000000000000005,138.0,0.99174,11.2,7
3915,0.455,1.9,0.036000000000000004,106.0,0.98746,14.0,7
3916,0.37,6.2,0.04,139.0,0.99021,13.6,6
3917,0.28,7.9,0.055999999999999994,206.0,0.9956,9.4,5
3918,0.35,1.6,0.037000000000000005,113.0,0.98779,14.2,7
3919,0.31,1.4,0.035,107.0,0.98836,13.2,6
3920,0.25,2.6,0.05,132.0,0.9913799999999999,11.2,6
3921,0.36,14.8,0.057,173.0,0.99751,10.2,5
3922,0.31,2.4,0.038,83.0,0.98867,12.8,7
3923,0.31,0.9,0.045,109.0,0.99249,10.1,5
3924,0.31,0.9,0.045,109.0,0.99249,10.1,5
3925,0.22,1.2,0.031,95.0,0.99239,10.3,5
3926,0.14,9.9,0.055999999999999994,91.0,0.9951200000000001,9.9,6
3927,0.22,3.9,0.046,106.0,0.99098,11.5,5
3928,0.32,15.6,0.063,173.0,0.99872,9.0,5
3929,0.32,15.6,0.063,173.0,0.99872,9.0,5
3930,0.28,1.5,0.03,101.0,0.9889399999999999,12.1,6
3931,0.3,1.6,0.036000000000000004,106.0,0.988245,13.3,6
3932,0.22,7.8,0.05,116.0,0.99326,11.5,8
3933,0.31,5.6,0.039,67.0,0.9932799999999999,11.0,4
3934,0.27,1.3,0.04,84.0,0.9922200000000001,10.7,6
3935,0.46,16.7,0.046,184.0,0.99898,9.4,5
3936,0.23,7.95,0.042,108.0,0.9948600000000001,10.3,6
3937,0.36,6.7,0.185,151.0,0.9952799999999999,9.3,5
3938,0.18,1.1,0.04,92.0,0.9906200000000001,12.0,6
3939,0.27,6.3,0.048,159.0,0.99282,11.0,6
3940,0.4,8.9,0.053,148.0,0.996,9.3,5
3941,0.345,1.0,0.068,143.0,0.9913799999999999,10.1,5
3942,0.23,1.5,0.053,106.0,0.99166,11.1,6
3943,0.2,6.6,0.046,113.0,0.99408,9.9,6
3944,0.27,6.2,0.048,161.0,0.9928100000000001,11.0,6
3945,0.27,6.3,0.048,159.0,0.99282,11.0,6
3946,0.3,2.1,0.042,127.0,0.98964,12.5,6
3947,0.3,2.2,0.042,142.0,0.9895200000000001,12.7,7
3948,0.14,5.4,0.045,105.0,0.99469,9.3,5
3949,0.4,8.9,0.053,148.0,0.996,9.3,5
3950,0.345,1.0,0.068,143.0,0.9913799999999999,10.1,5
3951,0.33,17.9,0.066,161.0,0.9991,8.8,5
3952,0.16,2.6,0.043,90.0,0.9904700000000001,11.2,6
3953,0.22,1.3,0.038,122.0,0.9917799999999999,10.8,7
3954,0.33,17.9,0.066,161.0,0.9991,8.8,5
3955,0.16,2.6,0.043,90.0,0.9904700000000001,11.2,6
3956,0.24,2.3,0.05,145.0,0.9920700000000001,10.3,5
3957,0.31,4.3,0.026000000000000002,87.0,0.9915200000000001,12.0,5
3958,0.185,7.1,0.048,110.0,0.9943799999999999,9.5,6
3959,0.185,7.1,0.048,110.0,0.9943799999999999,9.5,6
3960,0.43,11.9,0.04,159.0,0.9962200000000001,9.8,6
3961,0.39,11.7,0.084,170.0,0.9977299999999999,9.0,5
3962,0.58,5.8,0.032,118.0,0.9908799999999999,13.0,7
3963,0.34,3.8,0.044000000000000004,116.0,0.99108,11.8,7
3964,0.35,12.4,0.055999999999999994,176.5,0.99803,8.8,5
3965,0.38,6.5,0.05,102.0,0.9930399999999999,11.2,4
3966,0.185,7.1,0.048,110.0,0.9943799999999999,9.5,6
3967,0.27,7.6,0.049,200.0,0.9954799999999999,9.4,4
3968,0.29,7.9,0.049,192.0,0.99551,9.5,6
3969,0.17,2.8,0.034,125.0,0.9915200000000001,10.4,6
3970,0.18,10.6,0.035,143.0,0.99572,9.8,7
3971,0.17,2.8,0.034,125.0,0.9915200000000001,10.4,6
3972,0.37,1.5,0.175,98.0,0.99244,10.3,6
3973,0.27,7.6,0.049,200.0,0.9954799999999999,9.4,4
3974,0.29,7.9,0.049,192.0,0.99551,9.5,6
3975,0.24,1.7,0.033,134.0,0.9903,11.9,7
3976,0.32,7.6,0.025,124.0,0.9916200000000001,12.8,7
3977,0.27,7.5,0.03,117.0,0.99116,13.0,6
3978,0.29,1.7,0.04,192.0,0.9922,10.4,7
3979,0.29,1.7,0.034,193.0,0.99223,10.4,6
3980,0.22,12.1,0.035,135.0,0.9948100000000001,10.7,5
3981,0.22,4.5,0.036000000000000004,157.0,0.9928,10.7,7
3982,0.24,1.7,0.033,134.0,0.9903,11.9,7
3983,0.23,8.0,0.043,101.0,0.99429,10.4,6
3984,0.32,7.6,0.025,124.0,0.9916200000000001,12.8,7
3985,0.11,8.6,0.044000000000000004,104.0,0.99454,9.9,6
3986,0.11,8.6,0.044000000000000004,104.0,0.99454,9.9,6
3987,0.23,14.6,0.048,223.0,0.9986299999999999,9.4,6
3988,0.2,1.6,0.048,129.0,0.991,11.4,6
3989,0.11,8.6,0.044000000000000004,104.0,0.99454,9.9,6
3990,0.23,14.6,0.048,223.0,0.9986299999999999,9.4,6
3991,0.2,1.1,0.06,104.0,0.9931700000000001,9.2,5
3992,0.19,3.7,0.040999999999999995,76.0,0.9917299999999999,10.5,7
3993,0.28,8.9,0.048,111.0,0.99455,11.0,7
3994,0.28,8.9,0.048,111.0,0.99455,11.0,7
3995,0.37,4.7,0.038,127.0,0.9918600000000001,12.1,5
3996,0.28,8.9,0.048,111.0,0.99455,11.0,7
3997,0.26,3.1,0.040999999999999995,144.0,0.98944,12.8,7
3998,0.24,5.8,0.053,120.0,0.9942,10.5,6
3999,0.24,5.8,0.053,120.0,0.9942,10.5,6
4000,0.24,5.8,0.053,120.0,0.9942,10.5,6
4001,0.25,1.0,0.062,122.0,0.9923799999999999,9.5,5
4002,0.25,15.8,0.052000000000000005,94.0,0.99782,9.2,6
4003,0.14,1.5,0.047,117.0,0.99111,11.1,6
4004,0.38,5.2,0.042,112.0,0.99067,12.3,7
4005,0.14,1.5,0.047,117.0,0.99111,11.1,6
4006,0.15,2.5,0.037000000000000005,51.0,0.9887799999999999,12.6,6
4007,0.25,1.0,0.062,122.0,0.9923799999999999,9.5,5
4008,0.25,15.8,0.052000000000000005,94.0,0.99782,9.2,6
4009,0.22,5.9,0.054000000000000006,152.0,0.9938,10.8,6
4010,0.21,3.1,0.044000000000000004,122.0,0.9914299999999999,11.3,6
4011,0.26,3.1,0.040999999999999995,144.0,0.98944,12.8,7
4012,0.24,5.8,0.053,120.0,0.9942,10.5,6
4013,0.46,11.5,0.051,171.0,0.9958799999999999,9.8,6
4014,0.18,18.0,0.054000000000000006,183.0,1.0003799999999998,8.5,6
4015,0.32,4.8,0.054000000000000006,97.0,0.99424,9.3,5
4016,0.4,8.5,0.055,151.0,0.99626,9.2,5
4017,0.23,1.6,0.037000000000000005,115.0,0.9907600000000001,11.4,6
4018,0.18,18.0,0.054000000000000006,183.0,1.0003799999999998,8.5,6
4019,0.32,4.8,0.054000000000000006,97.0,0.99424,9.3,5
4020,0.37,5.9,0.055999999999999994,91.0,0.99536,8.4,4
4021,0.23,1.1,0.062,100.0,0.99318,9.2,5
4022,0.4,8.5,0.055,151.0,0.99626,9.2,5
4023,0.19,13.1,0.033,151.0,0.99726,10.4,6
4024,0.28,4.1,0.046,147.0,0.99126,11.6,6
4025,0.32,2.9,0.028999999999999998,94.0,0.98998,12.4,6
4026,0.19,13.1,0.033,151.0,0.99726,10.4,6
4027,0.26,1.1,0.052000000000000005,176.0,0.9930399999999999,9.3,5
4028,0.25,1.5,0.028999999999999998,81.0,0.9892,12.2,6
4029,0.28,7.75,0.031,139.0,0.9929600000000001,11.0,6
4030,0.19,1.15,0.023,105.0,0.9904700000000001,11.4,5
4031,0.29,1.0,0.06,120.0,0.9924,9.5,5
4032,0.27,17.8,0.034,116.0,0.9989,9.2,5
4033,0.26,5.7,0.021,125.0,0.9933799999999999,11.1,6
4034,0.27,17.8,0.034,116.0,0.9989,9.2,5
4035,0.2,7.4,0.032,172.0,0.9940399999999999,11.0,6
4036,0.33,1.4,0.040999999999999995,177.0,0.99287,9.9,5
4037,0.34,1.4,0.044000000000000004,176.0,0.9928600000000001,9.9,5
4038,0.29,1.0,0.06,120.0,0.9924,9.5,5
4039,1.1,4.4,0.033,109.0,0.9905799999999999,12.4,4
4040,0.24,1.6,0.052000000000000005,185.0,0.9934,9.4,5
4041,0.24,7.9,0.053,149.0,0.99545,9.3,5
4042,0.16,15.5,0.05,135.0,0.9984,8.7,7
4043,0.16,15.5,0.05,135.0,0.9984,8.7,7
4044,0.16,15.5,0.05,135.0,0.9984,8.7,7
4045,0.16,15.5,0.05,135.0,0.9984,8.7,7
4046,0.17,17.55,0.05,154.0,0.99971,9.0,7
4047,0.19,13.5,0.038,118.0,0.99546,10.7,6
4048,0.19,13.5,0.038,118.0,0.99546,10.7,6
4049,0.16,1.3,0.034,98.0,0.9905799999999999,11.3,6
4050,0.16,15.5,0.05,135.0,0.9984,8.7,7
4051,0.3,11.6,0.027999999999999997,97.0,0.9931399999999999,11.7,6
4052,0.24,7.9,0.053,149.0,0.99545,9.3,5
4053,0.16,15.5,0.05,135.0,0.9984,8.7,7
4054,0.17,17.55,0.05,154.0,0.99971,9.0,7
4055,0.3,11.6,0.027999999999999997,97.0,0.9931399999999999,11.7,6
4056,0.43,13.15,0.032,131.0,0.99565,10.7,5
4057,0.17,1.9,0.036000000000000004,110.0,0.99056,11.4,6
4058,0.19,13.5,0.038,118.0,0.99546,10.7,6
4059,0.16,1.3,0.034,98.0,0.9905799999999999,11.3,6
4060,0.41,6.1,0.048,70.0,0.9936200000000001,10.0,5
4061,0.41,6.1,0.048,70.0,0.9936200000000001,10.0,5
4062,0.36,1.9,0.036000000000000004,119.0,0.9919600000000001,11.2,6
4063,0.17,1.9,0.09,130.0,0.99255,9.7,5
4064,0.28,1.6,0.032,85.0,0.9902700000000001,12.5,5
4065,0.5,11.3,0.028999999999999998,110.0,0.9930200000000001,12.9,8
4066,0.44,8.4,0.057,160.0,0.9925700000000001,11.8,6
4067,0.38,8.3,0.062,166.0,0.9950600000000001,10.6,5
4068,0.44,8.4,0.057,160.0,0.9925700000000001,11.8,6
4069,0.24,12.2,0.049,133.0,0.9952,10.7,6
4070,0.28,8.0,0.048,162.0,0.99498,9.9,5
4071,0.26,1.3,0.048,76.0,0.9903,12.0,6
4072,0.16,12.7,0.043,163.0,0.9970600000000001,10.4,7
4073,0.36,1.3,0.054000000000000006,107.0,0.99398,8.5,5
4074,0.35,10.5,0.06,82.0,0.9958799999999999,9.9,4
4075,0.25,12.5,0.049,120.0,0.9969100000000001,9.4,6
4076,0.37,9.6,0.05,134.0,0.99608,10.4,5
4077,0.25,1.5,0.044000000000000004,108.0,0.9914200000000001,11.0,6
4078,0.23,1.5,0.044000000000000004,110.0,0.9913799999999999,11.0,6
4079,0.265,7.8,0.052000000000000005,91.0,0.9943200000000001,10.4,6
4080,0.25,10.8,0.05,116.0,0.99592,9.8,6
4081,0.25,12.5,0.049,106.0,0.9969100000000001,9.4,6
4082,0.23,8.6,0.046,142.0,0.9943200000000001,10.6,6
4083,0.3,1.2,0.052000000000000005,185.0,0.99266,10.1,5
4084,0.33,14.5,0.048,96.0,0.99456,11.5,8
4085,0.26,3.7,0.048,73.0,0.9915,11.4,6
4086,0.2,1.1,0.057999999999999996,93.0,0.9932200000000001,9.2,6
4087,0.21,1.1,0.059000000000000004,101.0,0.9927,9.7,6
4088,0.25,3.8,0.047,79.0,0.9917299999999999,11.3,6
4089,0.27,4.6,0.098,127.0,0.9941200000000001,9.6,6
4090,0.24,10.2,0.07,179.0,0.99666,8.9,6
4091,0.14,7.9,0.057,82.0,0.99425,10.0,6
4092,0.5,2.4,0.059000000000000004,112.0,0.9931399999999999,9.2,6
4093,0.41,10.7,0.11,103.0,0.99672,9.0,6
4094,0.25,4.9,0.03,98.0,0.99024,12.8,7
4095,0.41,10.7,0.11,103.0,0.99672,9.0,6
4096,0.25,1.1,0.054000000000000006,136.0,0.99366,9.5,5
4097,0.14,7.9,0.057,82.0,0.99425,10.0,6
4098,0.21,5.6,0.046,140.0,0.9929899999999999,11.0,5
4099,0.5,2.4,0.059000000000000004,112.0,0.9931399999999999,9.2,6
4100,0.29,14.2,0.037000000000000005,99.0,0.9952799999999999,10.6,6
4101,0.37,9.5,0.057,166.0,0.9956799999999999,10.0,5
4102,0.37,9.5,0.057,166.0,0.9956799999999999,10.0,5
4103,0.31,4.1,0.03,86.0,0.9906200000000001,11.7,7
4104,0.45,4.7,0.035,80.0,0.9905799999999999,12.5,7
4105,0.3,1.4,0.039,122.0,0.99059,11.1,7
4106,0.23,0.9,0.040999999999999995,141.0,0.99119,9.7,5
4107,0.3,20.3,0.037000000000000005,150.0,0.9972700000000001,12.3,6
4108,0.28,3.5,0.035,105.0,0.99021,12.2,6
4109,0.255,2.7,0.043,153.0,0.9923799999999999,11.3,6
4110,0.4,1.2,0.053,193.0,0.99164,11.6,5
4111,0.21,1.2,0.04,75.0,0.99006,11.3,6
4112,0.2,2.0,0.040999999999999995,95.0,0.9907799999999999,11.1,6
4113,0.17,1.1,0.040999999999999995,92.0,0.99036,11.2,6
4114,0.21,1.5,0.046,107.0,0.9912299999999999,11.3,6
4115,0.26,1.2,0.040999999999999995,94.0,0.9897799999999999,12.0,6
4116,0.35,18.1,0.069,158.0,0.99908,8.8,6
4117,0.35,18.1,0.069,158.0,0.99908,8.8,6
4118,0.43,3.6,0.046,143.0,0.9902200000000001,12.0,8
4119,0.4,3.5,0.046,147.0,0.99024,12.0,7
4120,0.28,12.1,0.049,122.0,0.9973,9.0,5
4121,0.23,17.45,0.054000000000000006,151.0,0.9985299999999999,9.3,6
4122,0.34,12.1,0.059000000000000004,171.0,0.99769,8.7,6
4123,0.44,3.0,0.095,75.0,0.98954,12.8,6
4124,0.13,1.6,0.052000000000000005,72.0,0.98974,11.5,7
4125,0.17,5.7,0.048,147.0,0.99382,10.0,5
4126,0.18,5.6,0.047,147.0,0.9938299999999999,10.0,5
4127,0.31,6.8,0.059000000000000004,215.0,0.9953799999999999,10.3,5
4128,0.33,15.6,0.054000000000000006,227.0,0.99734,10.4,5
4129,0.34,6.0,0.02,68.0,0.9898100000000001,13.4,7
4130,0.29,1.8,0.032,130.0,0.99095,11.2,6
4131,0.31,8.6,0.048,206.0,0.9964,9.1,5
4132,0.31,8.6,0.048,206.0,0.9964,9.1,5
4133,0.25,11.5,0.04,120.0,0.99411,10.8,6
4134,0.27,7.8,0.038,89.0,0.9915,12.5,6
4135,0.26,2.4,0.046,132.0,0.99234,11.3,5
4136,0.65,5.0,0.035,128.0,0.99016,12.8,6
4137,0.31,8.6,0.048,206.0,0.9964,9.1,5
4138,0.23,1.5,0.040999999999999995,72.0,0.98949,12.7,6
4139,0.18,5.4,0.054000000000000006,143.0,0.99287,11.0,7
4140,0.28,11.9,0.052000000000000005,149.0,0.99544,10.4,6
4141,0.28,11.9,0.052000000000000005,149.0,0.99544,10.4,6
4142,0.27,9.0,0.051,136.0,0.9941,10.7,6
4143,0.25,10.0,0.055,131.0,0.9940000000000001,10.9,6
4144,0.28,11.9,0.052000000000000005,149.0,0.99544,10.4,6
4145,0.26,11.9,0.052000000000000005,160.0,0.99546,10.4,6
4146,0.13,15.5,0.064,115.5,0.9973700000000001,9.7,7
4147,0.18,5.4,0.054000000000000006,143.0,0.99287,11.0,7
4148,0.2,15.0,0.055,120.0,0.9976700000000001,9.6,6
4149,0.24,1.4,0.038,76.0,0.98711,13.9,7
4150,0.48,9.4,0.046,194.0,0.9971399999999999,9.4,5
4151,0.26,3.7,0.032,193.0,0.99134,12.5,6
4152,0.2,15.0,0.055,120.0,0.9976700000000001,9.6,6
4153,0.3,1.4,0.049,187.0,0.9927,9.5,5
4154,0.32,6.5,0.048,186.0,0.9948,9.6,5
4155,0.3,1.4,0.049,187.0,0.9927,9.5,5
4156,0.34,6.3,0.047,186.0,0.9948100000000001,9.6,5
4157,0.16,13.7,0.055999999999999994,168.0,0.99825,8.7,7
4158,0.16,13.7,0.055999999999999994,168.0,0.99825,8.7,7
4159,0.16,13.7,0.055999999999999994,168.0,0.99825,8.7,7
4160,0.16,13.7,0.055999999999999994,168.0,0.99825,8.7,7
4161,0.16,13.7,0.055999999999999994,168.0,0.99825,8.7,7
4162,0.16,13.7,0.055999999999999994,168.0,0.99825,8.7,7
4163,0.26,1.5,0.061,120.0,0.99192,10.4,5
4164,0.31,1.6,0.063,119.0,0.9918399999999999,10.7,5
4165,0.22,1.4,0.05,83.0,0.99019,12.0,7
4166,0.23,3.5,0.044000000000000004,158.0,0.98998,12.1,7
4167,0.17,1.0,0.04,118.0,0.9888600000000001,13.1,8
4168,0.19,1.4,0.039,104.0,0.98998,12.4,6
4169,0.21,1.5,0.035,123.0,0.98949,12.6,7
4170,0.16,13.7,0.055999999999999994,168.0,0.99825,8.7,7
4171,0.22,1.6,0.04,101.0,0.9900899999999999,12.0,5
4172,0.34,5.2,0.06,169.0,0.9925200000000001,11.6,6
4173,0.34,1.4,0.174,99.0,0.9928799999999999,9.3,5
4174,0.24,11.9,0.05,179.0,0.99659,9.3,6
4175,0.35,2.4,0.048,157.0,0.9913299999999999,11.1,7
4176,0.24,3.2,0.049,161.0,0.99324,10.2,6
4177,0.25,1.7,0.037000000000000005,113.0,0.99164,10.6,6
4178,0.19,4.2,0.038,133.0,0.9910700000000001,11.3,7
4179,0.24,15.4,0.052000000000000005,198.0,0.9986,9.4,5
4180,0.31,13.0,0.053,123.0,0.99708,9.3,6
4181,0.25,5.6,0.039,68.0,0.9916299999999999,11.1,6
4182,0.38,9.7,0.055,170.0,0.99605,9.9,6
4183,0.3,2.5,0.040999999999999995,82.0,0.99065,11.8,7
4184,0.33,4.0,0.04,81.0,0.9903,12.6,7
4185,0.24,15.4,0.052000000000000005,198.0,0.9986,9.4,5
4186,0.27,1.2,0.043,72.0,0.99236,10.5,5
4187,0.24,2.0,0.037000000000000005,108.0,0.9894799999999999,12.3,6
4188,0.33,1.2,0.048,119.0,0.99045,11.3,6
4189,0.21,5.1,0.09699999999999999,105.0,0.9939,9.6,5
4190,0.22,1.4,0.04,63.0,0.98985,12.0,6
4191,0.27,1.2,0.05,140.0,0.9913799999999999,11.2,5
4192,0.2,6.5,0.044000000000000004,100.0,0.9934799999999999,10.2,6
4193,0.27,1.3,0.045,100.0,0.99066,12.4,6
4194,0.2,6.5,0.044000000000000004,100.0,0.9934799999999999,10.2,6
4195,0.45,2.7,0.04,87.0,0.98862,13.4,8
4196,0.22,1.3,0.036000000000000004,68.0,0.98865,12.6,6
4197,0.3,7.4,0.053,149.0,0.99472,9.8,5
4198,0.36,12.9,0.049,139.0,0.99792,9.1,5
4199,0.27,1.3,0.045,100.0,0.99066,12.4,6
4200,0.24,1.2,0.044000000000000004,101.0,0.99035,12.5,6
4201,0.41,2.6,0.033,85.0,0.9908600000000001,11.7,6
4202,0.24,2.3,0.044000000000000004,113.0,0.99013,12.9,6
4203,0.3,1.3,0.054000000000000006,183.0,0.99266,10.1,5
4204,0.26,10.5,0.044000000000000004,139.0,0.9951700000000001,10.3,6
4205,0.41,2.6,0.033,85.0,0.9908600000000001,11.7,6
4206,0.32,14.4,0.05,144.0,0.99666,10.3,6
4207,0.25,1.2,0.036000000000000004,107.0,0.991,10.8,7
4208,0.23,3.1,0.023,89.0,0.9906799999999999,11.2,6
4209,0.23,1.7,0.024,102.0,0.9908399999999999,11.8,6
4210,0.17,6.0,0.05,134.0,0.9939,9.8,6
4211,0.38,11.8,0.040999999999999995,193.0,0.99624,10.0,6
4212,0.31,6.2,0.052000000000000005,164.0,0.9960200000000001,8.8,4
4213,0.38,1.4,0.142,69.0,0.9926,10.1,4
4214,0.44,12.1,0.055999999999999994,210.0,0.99718,9.5,5
4215,0.44,12.1,0.055999999999999994,210.0,0.99718,9.5,5
4216,0.44,12.1,0.055999999999999994,210.0,0.99718,9.5,5
4217,0.38,3.9,0.06,113.0,0.99344,9.2,4
4218,0.33,4.6,0.040999999999999995,180.0,0.9918399999999999,12.2,6
4219,0.44,12.1,0.055999999999999994,210.0,0.99718,9.5,5
4220,0.19,1.2,0.046,92.0,0.9903299999999999,11.3,6
4221,0.28,8.1,0.038,129.0,0.9924799999999999,12.1,6
4222,0.38,3.9,0.06,113.0,0.99344,9.2,4
4223,0.43,1.1,0.028999999999999998,51.0,0.9907600000000001,11.2,4
4224,0.22,6.5,0.028999999999999998,87.0,0.99092,12.5,7
4225,0.345,10.1,0.055999999999999994,187.0,0.9948600000000001,10.6,5
4226,0.255,10.7,0.055999999999999994,171.0,0.99464,10.4,7
4227,0.2,3.2,0.047,93.0,0.99235,10.1,7
4228,0.29,12.4,0.048,201.0,0.9961200000000001,9.9,6
4229,0.26,5.2,0.046,133.0,0.9920200000000001,11.0,6
4230,0.22,5.0,0.045,122.0,0.99261,10.0,6
4231,0.35,2.5,0.066,89.0,0.98964,12.7,6
4232,0.39,9.2,0.036000000000000004,92.0,0.99206,12.1,6
4233,0.23,6.9,0.052000000000000005,118.0,0.9938,10.4,6
4234,0.22,2.0,0.05,120.0,0.9920399999999999,10.4,6
4235,0.29,15.0,0.04,116.0,0.99736,9.2,5
4236,0.29,15.0,0.04,116.0,0.99736,9.2,5
4237,0.23,1.2,0.03,80.0,0.99192,10.5,5
4238,0.29,15.0,0.04,116.0,0.99736,9.2,5
4239,0.28,1.8,0.040999999999999995,90.0,0.9900200000000001,11.9,7
4240,0.26,10.8,0.042,130.0,0.996,10.1,6
4241,0.27,3.9,0.034,140.0,0.9923700000000001,11.1,6
4242,0.22,4.2,0.037000000000000005,144.0,0.9921399999999999,10.8,7
4243,0.26,2.0,0.019,72.0,0.99041,11.8,6
4244,0.36,13.5,0.038,116.0,0.9982,9.2,5
4245,0.35,13.3,0.037000000000000005,116.0,0.9982200000000001,9.2,5
4246,0.18,2.2,0.023,95.0,0.9893,12.3,6
4247,0.36,1.4,0.145,124.0,0.99274,10.1,6
4248,0.14,1.6,0.04,114.0,0.99105,11.4,6
4249,0.23,2.2,0.044000000000000004,161.0,0.9920899999999999,10.4,6
4250,0.11,14.8,0.053,95.0,0.9967600000000001,9.8,6
4251,0.24,1.8,0.047,91.0,0.99251,9.9,6
4252,0.11,14.8,0.053,95.0,0.9967600000000001,9.8,6
4253,0.47,1.3,0.036000000000000004,74.0,0.99082,11.2,4
4254,0.29,9.9,0.057999999999999996,115.0,0.99567,10.9,5
4255,0.33,5.1,0.051,119.0,0.99416,9.2,5
4256,0.33,5.1,0.051,119.0,0.99416,9.2,5
4257,0.32,1.5,0.033,121.0,0.9887,12.0,5
4258,0.3,1.5,0.034,121.0,0.9887100000000001,12.1,6
4259,0.31,11.1,0.036000000000000004,114.0,0.9924799999999999,12.4,6
4260,0.36,5.25,0.038,145.0,0.9918399999999999,11.2,6
4261,0.31,2.3,0.042,120.0,0.9895200000000001,12.7,7
4262,0.52,7.9,0.036000000000000004,169.0,0.99267,12.2,6
4263,0.55,8.0,0.036000000000000004,164.0,0.99269,12.2,6
4264,0.2,1.4,0.042,99.0,0.9891200000000001,12.2,6
4265,0.36,5.25,0.038,145.0,0.9918399999999999,11.2,6
4266,0.31,2.3,0.042,120.0,0.9895200000000001,12.7,7
4267,0.29,2.3,0.044000000000000004,117.0,0.9895,12.7,7
4268,0.22,3.5,0.04,146.0,0.9899899999999999,12.1,6
4269,0.46,13.7,0.045,192.0,0.9981,9.4,5
4270,0.21,9.9,0.040999999999999995,174.0,0.995,10.1,6
4271,0.42,15.4,0.043,201.0,0.9984799999999999,9.4,5
4272,0.22,16.0,0.044000000000000004,113.0,0.9986200000000001,8.9,6
4273,0.22,16.0,0.044000000000000004,113.0,0.9986200000000001,8.9,6
4274,0.22,16.0,0.044000000000000004,113.0,0.9986200000000001,8.9,6
4275,0.22,16.0,0.044000000000000004,113.0,0.9986200000000001,8.9,6
4276,0.31,2.4,0.027000000000000003,117.0,0.9888600000000001,13.0,7
4277,0.22,5.5,0.054000000000000006,183.0,0.99474,10.3,5
4278,0.18,2.3,0.04,47.0,0.99126,10.1,4
4279,0.24,16.8,0.04,129.0,0.9969100000000001,10.5,6
4280,0.22,16.0,0.044000000000000004,113.0,0.9986200000000001,8.9,6
4281,0.26,17.8,0.059000000000000004,124.0,0.9977299999999999,10.1,5
4282,0.26,17.8,0.059000000000000004,124.0,0.9977299999999999,10.1,5
4283,0.2,6.8,0.049,93.0,0.9928,11.0,6
4284,0.2,6.8,0.049,93.0,0.9928,11.0,6
4285,0.2,6.8,0.049,93.0,0.9928,11.0,6
4286,0.2,6.8,0.049,93.0,0.9928,11.0,6
4287,0.28,1.6,0.046,117.0,0.9928799999999999,10.0,5
4288,0.2,4.7,0.03,76.0,0.9920200000000001,10.5,6
4289,0.26,11.8,0.048,112.0,0.9960600000000001,9.7,6
4290,0.26,17.8,0.059000000000000004,124.0,0.9977299999999999,10.1,5
4291,0.21,15.7,0.045,183.0,0.9992200000000001,9.4,5
4292,0.22,5.8,0.040999999999999995,119.0,0.9929600000000001,11.2,6
4293,0.21,15.7,0.045,183.0,0.9992200000000001,9.4,5
4294,0.22,9.0,0.046,121.0,0.9946799999999999,10.8,5
4295,0.21,15.7,0.045,183.0,0.9992200000000001,9.4,5
4296,0.22,5.8,0.040999999999999995,119.0,0.9929600000000001,11.2,6
4297,0.2,8.8,0.037000000000000005,103.0,0.9938799999999999,11.0,6
4298,0.26,10.2,0.038,111.0,0.99315,12.4,6
4299,0.28,6.6,0.20800000000000002,154.0,0.9947799999999999,9.4,6
4300,0.29,6.5,0.209,156.0,0.9947799999999999,9.4,5
4301,0.34,8.9,0.105,155.0,0.99692,9.5,5
4302,0.39,11.1,0.034,204.0,0.99616,10.0,6
4303,0.26,4.2,0.043,114.0,0.9902,12.5,6
4304,0.24,1.6,0.044000000000000004,115.0,0.9921,10.9,6
4305,0.25,7.4,0.044000000000000004,113.0,0.9946200000000001,10.5,6
4306,0.24,11.5,0.05,133.0,0.9947600000000001,10.8,6
4307,0.22,1.6,0.039,116.0,0.9917799999999999,11.0,7
4308,0.26,2.0,0.036000000000000004,87.0,0.9908100000000001,11.8,6
4309,0.34,4.8,0.038,121.0,0.99198,12.6,6
4310,0.225,9.8,0.054000000000000006,140.0,0.99545,10.2,6
4311,0.23,1.9,0.046,103.0,0.9899700000000001,12.0,5
4312,0.26,4.2,0.043,114.0,0.9902,12.5,6
4313,0.27,1.6,0.04,86.0,0.9908899999999999,11.5,6
4314,0.41,7.3,0.035,117.0,0.99172,11.94,7
4315,0.41,5.4,0.035,115.0,0.9901,12.8933333333333,7
